cellularity,intercept,sigma2,parameter
multi,0.47502161187877545,0.020188694836213737,mortality_rate
multi,0.34532034354586705,0.02810975031937726,mortality_rate
multi,0.45020890327137086,0.06051003091497699,mortality_rate
multi,0.42775171663679773,0.019215132551306816,mortality_rate
multi,0.4985934031879964,0.010429555348392561,mortality_rate
multi,0.4949529632969715,0.015603295066030375,mortality_rate
multi,0.4193598863525527,0.03499420553236856,mortality_rate
multi,0.5769919912780267,0.03528140798780839,mortality_rate
multi,0.5144103557630858,0.02514503798745237,mortality_rate
multi,0.6183984925514663,0.02430086767834431,mortality_rate
multi,0.43279244271796774,0.02643600876811028,mortality_rate
multi,0.49204159045564294,0.014587445884059747,mortality_rate
multi,0.507466340217212,0.017624590329478076,mortality_rate
multi,0.480921918160814,0.009964800809665664,mortality_rate
multi,0.5566989863065562,0.043506147458027514,mortality_rate
multi,0.49131324990861225,0.010193268453790342,mortality_rate
multi,0.47987232712371014,0.027464975819604987,mortality_rate
multi,0.4423557097930952,0.02164060040357138,mortality_rate
multi,0.6499264098625956,0.03512906291291296,mortality_rate
multi,0.5231528498178633,0.04604979000362494,mortality_rate
multi,0.48792737483464804,0.023417358908985886,mortality_rate
multi,0.38574031186117363,0.016282591825296577,mortality_rate
multi,0.536648791315344,0.02687708434962432,mortality_rate
multi,0.44543863661296373,0.016964647868200945,mortality_rate
multi,0.47435111267619845,0.014037633024450246,mortality_rate
multi,0.5045464790077255,0.029821877593608395,mortality_rate
multi,0.5339458777936281,0.040509399848194814,mortality_rate
multi,0.4467467463723828,0.012142894912092477,mortality_rate
multi,0.4355847814160294,0.025410605713467125,mortality_rate
multi,0.499522887376237,0.024597989090523145,mortality_rate
multi,0.536435309352479,0.022769229301547334,mortality_rate
multi,0.5050253288407431,0.020674613677741645,mortality_rate
multi,0.5222096589732729,0.01265057538377615,mortality_rate
multi,0.5564988435872735,0.010004572555660122,mortality_rate
multi,0.4870130947791095,0.024216448190254328,mortality_rate
multi,0.47028638082972873,0.028263276796162144,mortality_rate
multi,0.416554402765144,0.013340315001954383,mortality_rate
multi,0.44789947336261177,0.026731020807433982,mortality_rate
multi,0.5723529008068511,0.019927775414048596,mortality_rate
multi,0.49856721969778955,0.022417825126020672,mortality_rate
multi,0.4107477168625458,0.01057657815710091,mortality_rate
multi,0.46402872888901653,0.012128294269573774,mortality_rate
multi,0.5125867448971598,0.0236791119132245,mortality_rate
multi,0.5053771263845549,0.01983344410962218,mortality_rate
multi,0.49895098450734265,0.017459741509149865,mortality_rate
multi,0.5675080092008027,0.04006129308620515,mortality_rate
multi,0.5533507148991139,0.04611952685437759,mortality_rate
multi,0.4234361982827193,0.022313623165999257,mortality_rate
multi,0.5042114722707763,0.016916950823883878,mortality_rate
multi,0.4494084149033586,0.016912114848729398,mortality_rate
multi,0.4534784053453436,0.012606952964939643,mortality_rate
multi,0.5254086970066103,0.010956535661045977,mortality_rate
multi,0.5104290409276229,0.024394577604040728,mortality_rate
multi,0.4666902174323306,0.019762795522368582,mortality_rate
multi,0.545820752301935,0.017855730994085443,mortality_rate
multi,0.5145134622909253,0.03379154592373141,mortality_rate
multi,0.5642593766708834,0.02548284616124184,mortality_rate
multi,0.4721820129875406,0.026200429318447148,mortality_rate
multi,0.43434221018146807,0.021218204964807637,mortality_rate
multi,0.5474331827155746,0.021597634378500437,mortality_rate
multi,0.5061753659395183,0.04396135265280705,mortality_rate
multi,0.5438792824954891,0.01658872441761671,mortality_rate
multi,0.4319826069414051,0.03337688991456893,mortality_rate
multi,0.42379624921256526,0.019091695212923636,mortality_rate
multi,0.4513979816091524,0.03063226223271918,mortality_rate
multi,0.5127502250282427,0.039335185754140384,mortality_rate
multi,0.4861178308140604,0.028653810158455553,mortality_rate
multi,0.45423341044098325,0.01976358316446526,mortality_rate
multi,0.5781692567539973,0.035599959953348165,mortality_rate
multi,0.45956981001047814,0.05532245292098471,mortality_rate
multi,0.5309951315239535,0.020333964856168438,mortality_rate
multi,0.49888994410084486,0.04662321602244112,mortality_rate
multi,0.4755498391177415,0.06009972852092348,mortality_rate
multi,0.5373616380172399,0.021051401833429836,mortality_rate
multi,0.449406729999755,0.02944505014456942,mortality_rate
multi,0.42634505725238,0.11960383241555554,mortality_rate
multi,0.4883210676961935,0.030756399255894844,mortality_rate
multi,0.5088503126918912,0.036515748584321106,mortality_rate
multi,0.4232197728093328,0.0409251909943593,mortality_rate
multi,0.41872858643800376,0.030320157961758187,mortality_rate
multi,0.4444133339738417,0.04696745092449508,mortality_rate
multi,0.4656748881757941,0.02270545854419869,mortality_rate
multi,0.48763131296934537,0.021608064139473943,mortality_rate
multi,0.5381937421357739,0.0300860754304903,mortality_rate
multi,0.4718943476973877,0.03281517528489737,mortality_rate
multi,0.4892583302454138,0.011374784174226995,mortality_rate
multi,0.4767626862900858,0.018298468316172108,mortality_rate
multi,0.45575095406308985,0.018475754593001437,mortality_rate
multi,0.5133532270657933,0.012946335935440539,mortality_rate
multi,0.5797716017091222,0.032552058281584126,mortality_rate
multi,0.6544313978235596,0.0573534654448947,mortality_rate
multi,0.5067859503626687,0.047207553916020266,mortality_rate
multi,0.5637453641314729,0.02651365809292568,mortality_rate
multi,0.4687922880116989,0.024555660991788665,mortality_rate
multi,0.4105410790499089,0.03953842451142058,mortality_rate
multi,0.5264251893853575,0.0176027826966363,mortality_rate
multi,0.4576768904281876,0.022632246970211076,mortality_rate
multi,0.4482058249036581,0.014204408809640254,mortality_rate
multi,0.4824053372396747,0.012793238730576527,mortality_rate
multi,0.4532995823066738,0.02143142557910052,mortality_rate
multi,0.4643821852801425,0.022831051064594182,mortality_rate
multi,0.4306875075549042,0.013296116092895598,mortality_rate
multi,0.37599057610047654,0.05293697006996465,mortality_rate
multi,0.5637192209316593,0.057372535665023615,mortality_rate
multi,0.4682816662677122,0.039012960557023885,mortality_rate
multi,0.4626172246005475,0.020559096920293275,mortality_rate
multi,0.49076846786915523,0.01119310788292825,mortality_rate
multi,0.4220177280090869,0.04150051972636931,mortality_rate
multi,0.5597303772493892,0.021937147185870733,mortality_rate
multi,0.5430876850426587,0.034628738976770705,mortality_rate
multi,0.3152756600041974,0.030877184719719765,mortality_rate
multi,0.3876799223486972,0.07274716564506838,mortality_rate
multi,0.3445916689337874,0.029510695333145896,mortality_rate
multi,0.49510358350128947,0.023665433840347992,mortality_rate
multi,0.59866312362774865,0.015838801225652028,mortality_rate
multi,0.54291084786146,0.11814980627779091,mortality_rate
multi,0.5366466794163443,0.023237306638167712,mortality_rate
multi,0.43585467875010486,0.035191486757464203,mortality_rate
multi,0.4574067841093784,0.020449149281205184,mortality_rate
multi,0.513410821406687,0.021519257559483206,mortality_rate
multi,0.5505145017038,0.05427201069427031,mortality_rate
multi,0.5056841790352921,0.014132357073419699,mortality_rate
multi,0.494390411326025,0.01311925494993131,mortality_rate
multi,0.4431623492140608,0.011185139845097055,mortality_rate
multi,0.5201049875748539,0.06421581710464136,mortality_rate
multi,0.44958969476237237,0.010853295565316074,mortality_rate
multi,0.47719275502441977,0.012565425901631065,mortality_rate
multi,0.5127307429745439,0.018803623857445714,mortality_rate
multi,0.5823046327381509,0.04215868960554868,mortality_rate
multi,0.4789143770488724,0.024470206138255172,mortality_rate
multi,0.39915008004953967,0.03173429403271471,mortality_rate
multi,0.4500969563219034,0.03170542161161562,mortality_rate
multi,0.6457990712722073,0.15129907106507648,mortality_rate
multi,0.4647421056325252,0.04094687224653314,mortality_rate
multi,0.5108740315059549,0.036699909039241314,mortality_rate
multi,0.564321680823159,0.022490889103142883,mortality_rate
multi,0.5306096314712038,0.02551623239654484,mortality_rate
multi,0.5886554834856911,0.018544881207721624,mortality_rate
multi,0.3366420529150038,0.055490985196452486,mortality_rate
multi,0.45293616535281506,0.034449482587773195,mortality_rate
multi,0.48544696090418527,0.02497738379836224,mortality_rate
multi,0.4499226248823628,0.023266252962680128,mortality_rate
multi,0.4328544536797043,0.069827254735738,mortality_rate
multi,0.43002954054425985,0.030501339079149665,mortality_rate
multi,0.6433900025557393,0.03426154850646462,mortality_rate
multi,0.5626893605133729,0.07166820612074415,mortality_rate
multi,0.5121524776047588,0.014477862863421785,mortality_rate
multi,0.4670914915138408,0.013192863980408382,mortality_rate
multi,0.5740116317973714,0.03148814240127674,mortality_rate
multi,0.5837080828610205,0.016334649534010186,mortality_rate
multi,0.5172510502217014,0.03305729298381329,mortality_rate
multi,0.533587475026193,0.03517556097831019,mortality_rate
multi,0.5524935863393128,0.022131995665309625,mortality_rate
multi,0.47822698079767656,0.020173354839893354,mortality_rate
multi,0.4700242051014321,0.011940042937997988,mortality_rate
multi,0.48604808813560135,0.054251935879350906,mortality_rate
multi,0.47802045882094374,0.03390434558473013,mortality_rate
multi,0.4547019575118999,0.014790323611607403,mortality_rate
multi,0.5087931188825738,0.047628474485239713,mortality_rate
multi,0.4278010355762638,0.034175546914068794,mortality_rate
multi,0.4455690336302513,0.01145588573237693,mortality_rate
multi,0.47516271158681067,0.0443372467270858,mortality_rate
multi,0.5079181281688399,0.026097587709082052,mortality_rate
multi,0.5400579858747193,0.015214031028993356,mortality_rate
multi,0.4225515054635638,0.017766654666294294,mortality_rate
multi,0.510384498198203,0.0340201908424948,mortality_rate
multi,0.5756271514458371,0.016269134723641897,mortality_rate
multi,0.5615864307939915,0.031101685186634476,mortality_rate
multi,0.49432191793571156,0.020991305892260045,mortality_rate
multi,0.44013408690388345,0.015693613189462424,mortality_rate
multi,0.5349612387648879,0.018060135119092855,mortality_rate
multi,0.38435747411889626,0.06906400210251115,mortality_rate
multi,0.49261538681212563,0.05193881129157924,mortality_rate
multi,0.4752636254511017,0.02399092512143778,mortality_rate
multi,0.5431975863460595,0.016963441597891676,mortality_rate
multi,0.4972344471004641,0.017196709219848682,mortality_rate
multi,0.6122607559035198,0.02343672027911354,mortality_rate
multi,0.4117119658992875,0.06073560975233449,mortality_rate
multi,0.6066427619435405,0.023866430343962776,mortality_rate
multi,0.46757759394004,0.05340317636063135,mortality_rate
multi,0.5610434741159017,0.047304448106309266,mortality_rate
multi,0.5265735766752566,0.035665432722614854,mortality_rate
multi,0.5301068727494636,0.013234295170264133,mortality_rate
multi,0.5574154445625075,0.029381748390548718,mortality_rate
multi,0.3255229087199464,0.0413717575133722,mortality_rate
multi,0.48437901429598884,0.024296268097152983,mortality_rate
multi,0.4437136020153312,0.022012399358561533,mortality_rate
multi,0.3769368263778551,0.04106959754318279,mortality_rate
multi,0.3921412961686589,0.03483951065187649,mortality_rate
multi,0.5123813733465419,0.04377206563017353,mortality_rate
multi,0.4664804564342636,0.03285034099373449,mortality_rate
multi,0.49963206764063806,0.025585041140625306,mortality_rate
multi,0.48735152044667257,0.015376613650753502,mortality_rate
multi,0.49115832522065583,0.014489575719739266,mortality_rate
multi,0.5151116599763358,0.031161506168935586,mortality_rate
multi,0.5141128557336075,0.022565191234212814,mortality_rate
multi,0.5740498838149666,0.035099918587138346,mortality_rate
multi,0.5288358289314821,0.029724018481838158,mortality_rate
multi,0.5195974584278321,0.02368452809802786,mortality_rate
multi,0.5523021991972599,0.045366576011006084,mortality_rate
multi,0.49303995435408027,0.01042724998127212,mortality_rate
multi,0.46872356125954173,0.048352550971727665,mortality_rate
multi,0.4381996259926219,0.03049815182099061,mortality_rate
multi,0.48581424649221316,0.03157519014479278,mortality_rate
multi,0.5109126018446272,0.020968265543104048,mortality_rate
multi,0.5643493567330654,0.017698244931128215,mortality_rate
multi,0.42244941218870136,0.030794505880984945,mortality_rate
multi,0.49965772148140625,0.046925423751272205,mortality_rate
multi,0.5422580452108461,0.03766271661183162,mortality_rate
multi,0.512133878924177,0.027256573606894933,mortality_rate
multi,0.4747387750870728,0.013097191855721354,mortality_rate
multi,0.5050850225994851,0.02037197062801899,mortality_rate
multi,0.6655789254245316,0.04345242808320051,mortality_rate
multi,0.5675825292229902,0.06098707170802576,mortality_rate
multi,0.5347603090898693,0.028160631276322075,mortality_rate
multi,0.5154342343134197,0.021498267684964305,mortality_rate
multi,0.49595512639469425,0.029068764672895327,mortality_rate
multi,0.5501014818666994,0.04517491513786753,mortality_rate
multi,0.47546719210379723,0.020620268923338986,mortality_rate
multi,0.514001654431352,0.016147688594919413,mortality_rate
multi,0.4748462667475307,0.020817460925758917,mortality_rate
multi,0.5321931791831992,0.022312491311008965,mortality_rate
multi,0.45885231578528873,0.04558025036029725,mortality_rate
multi,0.5172168007571561,0.019239042649306398,mortality_rate
multi,0.5116334609396684,0.030343337321973727,mortality_rate
multi,0.49994939133341076,0.009031730071622467,mortality_rate
multi,0.4610065297002459,0.030825539472426382,mortality_rate
multi,0.45986875376906905,0.0163077032461412,mortality_rate
multi,0.5232663612026124,0.021575360112463464,mortality_rate
multi,0.4984659081293073,0.01077506545966028,mortality_rate
multi,0.50634419292707,0.0160766125925241,mortality_rate
multi,0.47660090258675314,0.03840151981323095,mortality_rate
multi,0.5090652640940543,0.024273624251102004,mortality_rate
multi,0.4278379504101814,0.021475381372241874,mortality_rate
multi,0.5229554394345679,0.036276794328457346,mortality_rate
multi,0.4073954002029231,0.07105797925734202,mortality_rate
multi,0.3225090854546495,0.13371882102741023,mortality_rate
multi,0.497213280519681,0.07953357664150482,mortality_rate
multi,0.4964982566023041,0.008955455928059278,mortality_rate
multi,0.5379989229267566,0.019256761290208018,mortality_rate
multi,0.5143653742343328,0.026334930554435386,mortality_rate
multi,0.5415855293884687,0.02858483891406553,mortality_rate
multi,0.4485308585934488,0.03132925000113557,mortality_rate
multi,0.5229594359521708,0.02239962574338075,mortality_rate
multi,0.5055365439248655,0.013023004306909534,mortality_rate
multi,0.5289991946320416,0.01788541661065818,mortality_rate
multi,0.5956689683338433,0.021668244079862665,mortality_rate
multi,0.5658330752055951,0.03752617715063978,mortality_rate
multi,0.4669423153115545,0.018592832622551354,mortality_rate
multi,0.5113835289257106,0.019354324471878365,mortality_rate
multi,0.46851306428784495,0.014975716526812902,mortality_rate
multi,0.5255260166035834,0.01732984006726026,mortality_rate
multi,0.4332272373173573,0.03439797872689757,mortality_rate
multi,0.4642987702656231,0.012251025826962955,mortality_rate
multi,0.4656827106302659,0.015445920939516876,mortality_rate
multi,0.5318625488406564,0.01252250908732009,mortality_rate
multi,0.49376701255926037,0.016003769279308577,mortality_rate
multi,0.5193024166203714,0.020089332675211923,mortality_rate
multi,0.4337206760554142,0.017123936203812615,mortality_rate
multi,0.522453201035244,0.04268168673052418,mortality_rate
multi,0.5493661732465611,0.018224717189549593,mortality_rate
multi,0.41994827272206275,0.026928305165682127,mortality_rate
multi,0.4989419189906998,0.04041011048023222,mortality_rate
multi,0.512097997449729,0.008298873811619192,mortality_rate
multi,0.34795617119789146,0.0873878085106512,mortality_rate
multi,0.6052526917332437,0.07261274935378871,mortality_rate
multi,0.37724086290540293,0.049706359808897475,mortality_rate
multi,0.5254749964932085,0.05912796119282311,mortality_rate
multi,0.4013470594998078,0.01849056442355193,mortality_rate
multi,0.5012528113920628,0.018683831263265976,mortality_rate
multi,0.36222482244599996,0.031621696319188757,mortality_rate
multi,0.48784698116459974,0.03987139810480056,mortality_rate
multi,0.46638598862452746,0.05448833867500177,mortality_rate
multi,0.44159309070197167,0.024702832713750036,mortality_rate
multi,0.5532833727979959,0.034609138967938366,mortality_rate
multi,0.5894238680835955,0.029950529530410996,mortality_rate
multi,0.4954877039138206,0.039118010395340456,mortality_rate
multi,0.4625849212504352,0.014205593115394459,mortality_rate
multi,0.4386456493791405,0.0352153897375639,mortality_rate
multi,0.5003086917833851,0.042791782058032767,mortality_rate
multi,0.6498754962292069,0.03894313686419086,mortality_rate
multi,0.45590333766039687,0.04471733059608218,mortality_rate
multi,0.5108119336192685,0.048175120871671064,mortality_rate
multi,0.5152478624374746,0.007747208306697101,mortality_rate
multi,0.5992233716857613,0.044133243188350144,mortality_rate
multi,0.49977251599507316,0.017290660134401784,mortality_rate
multi,0.44703265528541175,0.019994953055898355,mortality_rate
multi,0.5696742143779846,0.04355353682112379,mortality_rate
multi,0.4356720725778918,0.045170125076265596,mortality_rate
multi,0.5227083205650092,0.015009047956069306,mortality_rate
multi,0.4367621126405333,0.01299787298420309,mortality_rate
multi,0.401678717235756,0.033295650827125656,mortality_rate
multi,0.4782431636722537,0.020785819111047495,mortality_rate
multi,0.5142686684168237,0.021120078193179688,mortality_rate
multi,0.5521424117918007,0.0410563197176918,mortality_rate
multi,0.5737694780351079,0.021246187796203714,mortality_rate
multi,0.45925044844491447,0.042172273077707004,mortality_rate
multi,0.4739123425063745,0.028560556153459725,mortality_rate
multi,0.5296163735778026,0.023268909396268484,mortality_rate
multi,0.4518597742476672,0.018289882915738558,mortality_rate
multi,0.44186912528837463,0.01564137146630563,mortality_rate
multi,0.6362428702863292,0.03495507336295426,mortality_rate
multi,0.6049779721273851,0.052934739586814473,mortality_rate
multi,0.4636341168866922,0.06185038062579588,mortality_rate
multi,0.4312320748198248,0.027330916267521373,mortality_rate
multi,0.4623190969191648,0.010263261440462345,mortality_rate
multi,0.5001136089664574,0.016945028303478337,mortality_rate
multi,0.4298083892201225,0.025221639018059815,mortality_rate
multi,0.5067891222525447,0.009765542842036845,mortality_rate
multi,0.4981958788273844,0.021910151615249274,mortality_rate
multi,0.4755774187044833,0.017932504489756956,mortality_rate
multi,0.44277117719717524,0.010157751190148183,mortality_rate
multi,0.5013700533576908,0.032780190950265506,mortality_rate
multi,0.5134693180559506,0.014567797431006044,mortality_rate
multi,0.533198489520825,0.0169526574393446,mortality_rate
multi,0.4925460507842269,0.015347089859784524,mortality_rate
multi,0.5560011392766344,0.06594030609654665,mortality_rate
multi,0.4651407653852498,0.05784177946860346,mortality_rate
multi,0.42771138208832926,0.022338295786067237,mortality_rate
multi,0.49626570140077625,0.009985236490785046,mortality_rate
multi,0.47331353067323256,0.022754980527877087,mortality_rate
multi,0.4976954966534161,0.015342982891222065,mortality_rate
multi,0.45240297571441734,0.027832242235887695,mortality_rate
multi,0.5327953669221333,0.035420230962433005,mortality_rate
multi,0.3722119503873551,0.024214313164891546,mortality_rate
multi,0.4896039458399721,0.07313332106404571,mortality_rate
multi,0.4997084297475376,0.0433731574209466,mortality_rate
multi,0.41401254275560606,0.027761301872256575,mortality_rate
multi,0.4539465891004112,0.0542432642923087,mortality_rate
multi,0.3993039064330117,0.029954071780738317,mortality_rate
multi,0.5117037919924166,0.0232047130655662,mortality_rate
multi,0.5274073802905018,0.03149557946761852,mortality_rate
multi,0.49640243947737467,0.017613637366775237,mortality_rate
multi,0.5041058918118633,0.03440991048508736,mortality_rate
multi,0.4713714249978777,0.03810191604002164,mortality_rate
multi,0.4957247627809217,0.020221898610117837,mortality_rate
multi,0.49425219600509707,0.014145020519923506,mortality_rate
multi,0.5382606792395448,0.017580088470040483,mortality_rate
multi,0.4740822384029005,0.04711061275134147,mortality_rate
multi,0.4980357238840113,0.013833997533487795,mortality_rate
multi,0.6751215831678569,0.1383110419753534,mortality_rate
multi,0.44644308503886576,0.08463944284125341,mortality_rate
multi,0.5163363372437825,0.017575036834461828,mortality_rate
multi,0.4260707413745387,0.013262613890636063,mortality_rate
multi,0.6190580660128483,0.024491259143405577,mortality_rate
multi,0.45249171934703103,0.036645875813327886,mortality_rate
multi,0.4915908037333959,0.01498233111846799,mortality_rate
multi,0.4928138122851867,0.010897636118478089,mortality_rate
multi,0.4155151949944329,0.029360372919307175,mortality_rate
multi,0.4756607357540502,0.036411611866300854,mortality_rate
multi,0.6424142147336128,0.09915626762408988,mortality_rate
multi,0.4460959500792609,0.07580306335104005,mortality_rate
multi,0.42874062627403986,0.018572691103060278,mortality_rate
multi,0.453541464353414,0.029393428231750705,mortality_rate
multi,0.5281121551780175,0.09373676329412182,mortality_rate
multi,0.4300564349095026,0.029006586336364243,mortality_rate
multi,0.6920097759585095,0.05754773342166013,mortality_rate
multi,0.5301697260681388,0.042815941040089504,mortality_rate
multi,0.503202608179687,0.05190441112057976,mortality_rate
multi,0.45398659944686287,0.010532183813130347,mortality_rate
multi,0.5398860005193442,0.017901255172964356,mortality_rate
multi,0.4878987724304652,0.009438810634097707,mortality_rate
multi,0.5625457160311023,0.028342726949766577,mortality_rate
multi,0.5295536540421352,0.02272215919551162,mortality_rate
multi,0.4923969537846287,0.013111910184268138,mortality_rate
multi,0.44245839239206497,0.03234811002370819,mortality_rate
multi,0.476676179407376,0.015666828687445344,mortality_rate
multi,0.45931730517739816,0.017265914599640535,mortality_rate
multi,0.3977739717944021,0.045630850095855414,mortality_rate
multi,0.5354940991702701,0.028885472899986865,mortality_rate
multi,0.4638394673374961,0.01794250198646004,mortality_rate
